               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,             0.07144,            0.027566,            0.021461,             0.36278,             0.40086,             0.22189,              0.0819,            0.082908,            0.029719,            0.026967,           0.0090595,           0.0090595,           0.0090595
                  59,            0.073281,            0.031118,            0.021951,             0.46063,             0.39357,             0.28966,             0.10213,            0.080828,            0.030589,            0.025836,            0.009043,            0.009043,            0.009043
                  60,            0.070408,            0.023667,            0.020561,             0.42594,             0.40494,             0.28064,             0.10222,            0.076789,            0.029529,            0.026073,           0.0090265,           0.0090265,           0.0090265
                  61,            0.071477,            0.031506,            0.023241,             0.44084,             0.31949,             0.25055,            0.085197,            0.079052,            0.030464,            0.026285,             0.00901,             0.00901,             0.00901
                  62,            0.069152,            0.022442,            0.020478,             0.45944,             0.38356,             0.25972,            0.093195,            0.079899,            0.032193,            0.027323,           0.0089935,           0.0089935,           0.0089935
                  63,            0.067377,             0.02773,            0.021137,             0.41827,             0.47141,             0.26238,             0.10644,            0.082506,            0.033658,            0.027169,            0.008977,            0.008977,            0.008977
                  64,            0.069892,            0.027404,            0.021403,             0.50288,             0.37394,             0.32428,             0.12332,            0.078072,            0.034192,            0.027518,           0.0089605,           0.0089605,           0.0089605
                  65,             0.06931,            0.028526,            0.021299,             0.45704,             0.38456,             0.25819,            0.088702,            0.081263,            0.034116,            0.027027,            0.008944,            0.008944,            0.008944
                  66,            0.069463,            0.027711,            0.019685,              0.4787,              0.4031,              0.2857,             0.11758,            0.078322,             0.03262,            0.026854,           0.0089275,           0.0089275,           0.0089275
                  67,            0.069466,            0.027437,            0.021888,               0.536,             0.36434,             0.33549,             0.13873,            0.074641,            0.032618,            0.026793,            0.008911,            0.008911,            0.008911
                  68,            0.065409,            0.027621,            0.021395,             0.46345,             0.39323,             0.31718,             0.13348,            0.073766,            0.030313,            0.026519,           0.0088945,           0.0088945,           0.0088945
                  69,            0.064703,            0.031463,             0.02102,             0.51287,             0.40455,               0.357,             0.16579,            0.071975,            0.029711,             0.02655,            0.008878,            0.008878,            0.008878
                  70,            0.069018,            0.026741,            0.021088,             0.54329,             0.36657,              0.3764,             0.14545,            0.071105,            0.027877,            0.025689,           0.0088615,           0.0088615,           0.0088615
                  71,            0.064788,            0.028252,            0.019189,              0.6494,             0.34788,             0.38463,             0.15985,            0.071715,            0.028077,            0.025849,            0.008845,            0.008845,            0.008845
                  72,            0.064561,            0.029564,            0.019932,             0.50025,             0.39121,             0.31727,             0.13652,            0.078473,            0.029063,            0.025958,           0.0088285,           0.0088285,           0.0088285
                  73,            0.065329,            0.027788,            0.019362,             0.50683,             0.35343,             0.32163,             0.11815,            0.075589,            0.028359,            0.026212,            0.008812,            0.008812,            0.008812
                  74,            0.064182,            0.023983,            0.018555,             0.54133,             0.43254,             0.38434,              0.1579,            0.074873,            0.028166,            0.026292,           0.0087955,           0.0087955,           0.0087955
                  75,            0.061257,            0.021735,            0.016059,             0.50726,             0.38635,              0.2927,             0.10655,            0.080638,            0.027922,            0.026312,            0.008779,            0.008779,            0.008779
                  76,            0.067612,            0.029748,            0.021471,              0.6222,             0.37061,             0.34321,             0.13458,            0.076004,            0.027942,            0.026243,           0.0087625,           0.0087625,           0.0087625
                  77,            0.065843,              0.0259,            0.019279,             0.59202,             0.39459,             0.37921,             0.16533,            0.077459,            0.029685,            0.025977,            0.008746,            0.008746,            0.008746
                  78,            0.060926,            0.023339,            0.018433,             0.60386,             0.37932,             0.35781,             0.13741,            0.078954,            0.030386,              0.0256,           0.0087295,           0.0087295,           0.0087295
                  79,            0.064669,            0.022491,            0.016709,             0.60071,             0.38768,             0.37107,             0.16785,            0.074291,            0.029673,            0.025403,            0.008713,            0.008713,            0.008713
                  80,             0.06644,            0.027041,             0.01878,             0.54432,             0.43475,               0.339,              0.1333,            0.078047,            0.030829,             0.02505,           0.0086965,           0.0086965,           0.0086965
                  81,              0.0662,            0.028041,            0.019866,             0.48606,             0.40517,             0.43223,             0.19074,            0.072891,            0.030821,            0.024939,             0.00868,             0.00868,             0.00868
                  82,            0.063789,            0.025973,            0.019335,             0.69199,             0.43896,             0.45046,             0.21653,            0.071556,            0.031174,            0.025383,           0.0086635,           0.0086635,           0.0086635
                  83,            0.064949,            0.025149,            0.017209,             0.65181,             0.44343,             0.43227,             0.19645,            0.072534,            0.031063,            0.025049,            0.008647,            0.008647,            0.008647
                  84,            0.059738,            0.025178,            0.017833,             0.62751,             0.40642,             0.38632,             0.15906,            0.077035,            0.033123,            0.024209,           0.0086305,           0.0086305,           0.0086305
                  85,            0.063963,            0.025144,            0.019685,             0.64374,             0.37734,             0.38131,             0.18417,            0.073135,            0.034338,             0.02463,            0.008614,            0.008614,            0.008614
                  86,            0.059989,            0.024088,            0.018918,             0.62599,             0.40966,             0.36694,             0.16375,            0.071616,            0.033366,             0.02541,           0.0085975,           0.0085975,           0.0085975
                  87,            0.057661,            0.027138,              0.0173,             0.59979,             0.41852,             0.38055,             0.17151,            0.071524,            0.031937,            0.024865,            0.008581,            0.008581,            0.008581
                  88,            0.060625,            0.028647,            0.018672,             0.66576,             0.37707,             0.39811,             0.18305,            0.069785,            0.031983,            0.024584,           0.0085645,           0.0085645,           0.0085645
                  89,            0.058544,            0.026965,            0.017877,             0.43379,             0.44494,             0.40817,             0.18334,            0.068686,            0.032002,            0.024474,            0.008548,            0.008548,            0.008548
                  90,             0.05577,            0.022251,            0.017396,              0.3549,             0.42986,             0.37164,             0.14373,            0.071615,            0.032627,            0.024851,           0.0085315,           0.0085315,           0.0085315
                  91,            0.060696,            0.029223,            0.018449,              0.5264,             0.40004,              0.4435,             0.20377,            0.068351,            0.030878,            0.023715,            0.008515,            0.008515,            0.008515
                  92,            0.056934,            0.026832,            0.017475,             0.70651,              0.4359,             0.44317,             0.20843,            0.068939,            0.030323,              0.0233,           0.0084985,           0.0084985,           0.0084985
                  93,            0.060494,            0.024296,            0.017428,             0.73009,             0.40614,             0.44657,             0.20684,            0.068377,            0.029465,            0.023388,            0.008482,            0.008482,            0.008482
                  94,            0.063061,            0.025984,            0.018185,             0.73456,             0.40591,             0.42464,             0.20033,            0.070654,            0.029864,            0.023267,           0.0084655,           0.0084655,           0.0084655
                  95,            0.061199,            0.026804,            0.019199,             0.49368,             0.39326,             0.41609,             0.19226,            0.071534,            0.030945,            0.022973,            0.008449,            0.008449,            0.008449
                  96,            0.058108,            0.023884,            0.017306,             0.52526,             0.40916,              0.4235,             0.20558,            0.071639,             0.03033,            0.023252,           0.0084325,           0.0084325,           0.0084325
                  97,            0.061823,            0.027456,            0.019491,             0.52239,             0.41942,             0.42015,             0.19387,            0.070411,            0.030539,            0.023152,            0.008416,            0.008416,            0.008416
                  98,            0.059253,            0.018261,            0.016525,             0.42662,             0.46121,             0.41239,             0.20075,            0.074297,            0.031354,            0.022471,           0.0083995,           0.0083995,           0.0083995
                  99,            0.059955,            0.021705,            0.016648,             0.41201,             0.46166,             0.42969,             0.21497,            0.070489,            0.031132,             0.02221,            0.008383,            0.008383,            0.008383
                 100,            0.056238,             0.02459,            0.016764,             0.45728,             0.48121,             0.44424,             0.22032,            0.069314,             0.03051,            0.022208,           0.0083665,           0.0083665,           0.0083665
                 101,            0.056807,            0.024152,            0.017335,             0.43786,             0.43566,             0.40073,             0.20407,            0.071854,            0.031055,            0.022362,             0.00835,             0.00835,             0.00835
                 102,            0.058692,            0.025368,            0.016822,              0.4266,             0.46639,             0.43595,             0.22839,            0.069662,            0.031476,            0.022736,           0.0083335,           0.0083335,           0.0083335
                 103,            0.056833,            0.022886,            0.016963,             0.44246,             0.43581,             0.43988,             0.20391,             0.06963,            0.033065,            0.022818,            0.008317,            0.008317,            0.008317
                 104,            0.056723,             0.01989,            0.016109,              0.4321,             0.46047,             0.42651,             0.19913,             0.07168,            0.033742,            0.022718,           0.0083005,           0.0083005,           0.0083005
                 105,            0.057252,            0.024077,            0.016704,             0.41422,             0.46092,             0.43046,              0.2075,            0.069977,            0.032798,            0.022893,            0.008284,            0.008284,            0.008284
                 106,            0.054417,            0.020024,            0.016044,             0.45744,             0.47206,             0.43429,             0.18524,            0.070077,            0.033353,            0.023321,           0.0082675,           0.0082675,           0.0082675
                 107,            0.055832,            0.022454,            0.018387,             0.51786,              0.3929,             0.41449,             0.17617,            0.069455,            0.033288,             0.02375,            0.008251,            0.008251,            0.008251
                 108,            0.062143,            0.021238,            0.016431,             0.50471,             0.45212,              0.4526,             0.19731,            0.070181,             0.03248,            0.023135,           0.0082345,           0.0082345,           0.0082345
                 109,            0.055921,            0.016652,            0.012731,             0.47139,             0.44859,             0.43465,              0.1841,            0.070408,            0.032651,            0.023011,            0.008218,            0.008218,            0.008218
                 110,            0.058293,            0.022832,            0.015988,             0.49992,              0.4035,             0.42534,             0.19736,            0.070803,            0.032082,            0.023112,           0.0082015,           0.0082015,           0.0082015
                 111,            0.061177,            0.027387,            0.017648,             0.53627,             0.46226,              0.4778,             0.22962,            0.068549,            0.030648,            0.023154,            0.008185,            0.008185,            0.008185
                 112,            0.060725,            0.026715,            0.018315,             0.47015,                0.45,             0.44441,             0.19391,            0.069846,            0.030706,            0.022831,           0.0081685,           0.0081685,           0.0081685
                 113,            0.059339,            0.020739,            0.017587,             0.53275,             0.48121,             0.49148,             0.21376,            0.069631,            0.030583,            0.022649,            0.008152,            0.008152,            0.008152
                 114,            0.054647,            0.021278,            0.014721,             0.52819,             0.47886,             0.46837,             0.23432,            0.069596,            0.031404,            0.022362,           0.0081355,           0.0081355,           0.0081355
                 115,            0.060049,            0.021937,            0.017435,             0.56968,             0.47414,             0.47771,             0.23501,            0.067441,            0.033062,            0.022371,            0.008119,            0.008119,            0.008119
                 116,            0.058101,            0.026076,            0.017693,             0.51135,             0.45414,             0.45437,              0.2289,            0.068943,            0.032923,             0.02242,           0.0081025,           0.0081025,           0.0081025
                 117,            0.057201,            0.020943,            0.016047,             0.47234,             0.44859,             0.43618,              0.2076,            0.070287,             0.03253,            0.022443,            0.008086,            0.008086,            0.008086
                 118,            0.057935,             0.02052,            0.015279,             0.43649,             0.48235,             0.43565,             0.22545,            0.067521,            0.031733,            0.022342,           0.0080695,           0.0080695,           0.0080695
                 119,            0.053362,            0.022384,            0.015156,             0.45442,             0.45122,              0.4458,             0.21634,            0.067183,            0.031759,            0.022164,            0.008053,            0.008053,            0.008053
                 120,            0.059729,            0.022188,            0.016126,             0.47012,             0.44719,             0.46253,             0.22114,            0.066891,            0.031856,            0.022261,           0.0080365,           0.0080365,           0.0080365
                 121,            0.056822,            0.022836,            0.017048,             0.49531,             0.47299,             0.45892,             0.23779,            0.066742,            0.031751,            0.022275,             0.00802,             0.00802,             0.00802
                 122,            0.057629,            0.023296,            0.016299,             0.54236,             0.38779,             0.44544,             0.23484,            0.068291,             0.03312,            0.022212,           0.0080035,           0.0080035,           0.0080035
                 123,            0.057086,            0.023741,            0.016724,              0.4416,             0.43125,             0.43024,             0.22793,            0.068588,             0.03407,            0.022455,            0.007987,            0.007987,            0.007987
                 124,            0.052631,            0.022787,            0.013954,             0.56422,             0.37505,             0.42827,             0.23115,            0.067556,            0.034599,             0.02227,           0.0079705,           0.0079705,           0.0079705
                 125,            0.052618,            0.021038,            0.014514,             0.52448,             0.38061,             0.42939,             0.22644,            0.069523,            0.034849,            0.022079,            0.007954,            0.007954,            0.007954
                 126,             0.05709,            0.018542,            0.013466,              0.5055,              0.4199,              0.4271,             0.21618,            0.068492,            0.034492,             0.02204,           0.0079375,           0.0079375,           0.0079375
                 127,            0.056186,            0.022155,            0.016646,             0.55667,             0.44169,             0.43464,              0.2254,            0.067511,            0.034169,            0.021622,            0.007921,            0.007921,            0.007921
                 128,            0.055481,            0.025939,            0.017809,             0.57712,             0.45323,             0.46792,             0.22801,            0.066039,            0.033678,            0.021669,           0.0079045,           0.0079045,           0.0079045
                 129,             0.05322,            0.018399,            0.014699,             0.56971,             0.43505,             0.45561,              0.2234,            0.067522,            0.033441,            0.021711,            0.007888,            0.007888,            0.007888
                 130,            0.053179,            0.027007,            0.017017,             0.55611,             0.46809,             0.48302,             0.25809,            0.066658,            0.033096,             0.02182,           0.0078715,           0.0078715,           0.0078715
                 131,            0.054396,            0.021819,            0.015724,             0.53541,             0.43879,             0.46787,             0.22759,            0.067695,            0.032599,            0.022063,            0.007855,            0.007855,            0.007855
                 132,            0.055811,             0.02036,            0.014765,             0.56732,             0.42797,             0.46448,             0.23149,             0.06795,            0.032163,            0.022359,           0.0078385,           0.0078385,           0.0078385
